[INFO] [launch]: All log files can be found below /home/booster/.ros/log/2026-04-18-14-06-59-164797-robot-4888
[INFO] [launch]: Default logging verbosity is set to INFO
[INFO] [game_controller_node-1]: process started with pid [4971]
[game_controller_node-1] [INFO] [1776492495.035532016] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=111
[game_controller_node-1] [INFO] [1776492497.085435356] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=115
[game_controller_node-1] [INFO] [1776492497.899352502] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=117
[game_controller_node-1] [INFO] [1776492499.945925460] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=121
[game_controller_node-1] [INFO] [1776492500.568573826] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=122
[game_controller_node-1] [INFO] [1776492501.384631568] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=124
[game_controller_node-1] [INFO] [1776492502.002204665] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=125
[game_controller_node-1] [INFO] [1776492503.019107197] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=127
[game_controller_node-1] [INFO] [1776492505.074223746] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=131
[game_controller_node-1] [INFO] [1776492505.476495831] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=132
[game_controller_node-1] [INFO] [1776492505.891457992] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=133
[game_controller_node-1] [INFO] [1776492506.915302925] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=135
[game_controller_node-1] [INFO] [1776492507.530506141] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=136
[game_controller_node-1] [INFO] [1776492507.937195404] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=137
[game_controller_node-1] [INFO] [1776492508.578975846] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=138
[game_controller_node-1] [INFO] [1776492509.574960108] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=140
[game_controller_node-1] [INFO] [1776492511.008356507] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=143
[game_controller_node-1] [INFO] [1776492511.415437420] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=144
[game_controller_node-1] [INFO] [1776492512.030131944] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=145
[game_controller_node-1] [INFO] [1776492514.085649131] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=149
